id,category,author,name,address,lat,lng,status,rating,opened,planned,organisation_id
1382,20.294,2636,Елена,"рядом с улица Наполеона Орды, 53",53.85026550,27.48925400,5,0,2015-11-23 2015,2018-09-30,124
1554,20.283,2871,Александра,"рядом с улица Чижевских, 25",53.84829712,27.57816124,5,0,2015-11-26 2015,2018-09-28,253
1641,21.301,2938,Егор,"рядом с Каховская улица, 31",53.92966080,27.55559921,5,0,2015-11-28 2015,2018-11-30,149
368,20.294,703,Евгений,"Минск,  улица Немига,  5",53.90216064,27.54972267,5,0,2015-11-05 2015,2018-06-01,140
533,11.369,1326,Мария,"улица Плеханова, 26",53.86598587,27.61419487,5,0,2015-11-08 2015,2018-07-30,123
